Time (ns),spi_master_tb.dut.ss_n,spi_master_tb.dut.sclk,spi_master_tb.rx_data,spi_master_tb.dut.mosi,spi_master_tb.dut.irq,spi_master_tb.dut.busy,spi_master_tb.CLOCK_DIVIDER,spi_master_tb.DATA_WIDTH,spi_master_tb.DEFAULT_DATA_ENABLED,spi_master_tb.DEFAULT_DATA_PATTERN,spi_master_tb.DEFAULT_DATA_VALUE,spi_master_tb.FIFO_DEPTH,spi_master_tb.MODE,spi_master_tb.MSB_FIRST,spi_master_tb.NUM_SLAVES,spi_master_tb.SLAVE_ACTIVE_LOW,spi_master_tb.dut.clk,spi_master_tb.dut.miso,spi_master_tb.dut.rst_n,spi_master_tb.dut.start_rx,spi_master_tb.dut.start_tx,spi_master_tb.tx_data,spi_master_tb.dut.CPHA,spi_master_tb.dut.CPOL,spi_master_tb.dut.SS_ACTIVE,spi_master_tb.dut.tx_data,spi_master_tb.dut.CLOCK_DIVIDER,spi_master_tb.dut.COMPLETE,spi_master_tb.dut.DATA_WIDTH,spi_master_tb.dut.DEFAULT_DATA_ENABLED,spi_master_tb.dut.DEFAULT_DATA_PATTERN,spi_master_tb.dut.DEFAULT_DATA_VALUE,spi_master_tb.dut.FIFO_DEPTH,spi_master_tb.dut.IDLE,spi_master_tb.dut.MODE,spi_master_tb.dut.MSB_FIRST,spi_master_tb.dut.NUM_SLAVES,spi_master_tb.dut.RECEIVE,spi_master_tb.dut.SCLK_HALF_PERIOD,spi_master_tb.dut.SETUP,spi_master_tb.dut.SLAVE_ACTIVE_LOW,spi_master_tb.dut.TRANSMIT,spi_master_tb.dut.bit_counter,spi_master_tb.dut.clk_counter,spi_master_tb.dut.default_data,spi_master_tb.dut.last_sclk,spi_master_tb.dut.next_state,spi_master_tb.dut.rx_data,spi_master_tb.dut.rx_shift_reg,spi_master_tb.dut.sclk_gen,spi_master_tb.dut.state,spi_master_tb.dut.tx_shift_reg
1930000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b0,b0,b1110,0,b10,b0,b0,1,b10,b1010101
1940000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b0,b0,b1110,0,b10,b0,b0,1,b10,b1010101
1950000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b1,b1110,1,b10,b0,b0,1,b10,b10101010
1960000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b1,b1110,1,b10,b0,b0,1,b10,b10101010
1970000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b0,b1110,1,b10,b0,b0,0,b10,b10101010
1980000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b0,b1110,1,b10,b0,b0,0,b10,b10101010
1990000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b1,b1110,0,b10,b0,b0,0,b10,b10101010
2000000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b1,b1110,0,b10,b0,b0,0,b10,b10101010
2010000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b0,b1110,0,b10,b0,b0,1,b10,b10101010
2020000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b0,b1110,0,b10,b0,b0,1,b10,b10101010
2030000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b1,b1110,1,b10,b0,b0,1,b10,b1010100
2040000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b1,b1110,1,b10,b0,b0,1,b10,b1010100
2050000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b0,b1110,1,b10,b0,b0,0,b10,b1010100
2060000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b0,b1110,1,b10,b0,b0,0,b10,b1010100
2070000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b1,b1110,0,b10,b0,b0,0,b10,b1010100
2080000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b1,b1110,0,b10,b0,b0,0,b10,b1010100
2090000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b0,b1110,0,b10,b0,b0,1,b10,b1010100
2100000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b0,b1110,0,b10,b0,b0,1,b10,b1010100
2110000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b1,b1110,1,b10,b0,b0,1,b10,b10101000
2120000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b1,b1110,1,b10,b0,b0,1,b10,b10101000
2130000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b0,b1110,1,b10,b0,b0,0,b10,b10101000
2140000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b0,b1110,1,b10,b0,b0,0,b10,b10101000
2150000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b1,b1110,0,b10,b0,b0,0,b10,b10101000
2160000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b1,b1110,0,b10,b0,b0,0,b10,b10101000
2170000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b0,b1110,0,b10,b0,b0,1,b10,b10101000
2180000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b0,b1110,0,b10,b0,b0,1,b10,b10101000
2190000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b1,b1110,1,b10,b0,b0,1,b10,b1010000
2200000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b1,b1110,1,b10,b0,b0,1,b10,b1010000
2210000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b0,b1110,1,b10,b0,b0,0,b10,b1010000
2220000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b0,b1110,1,b10,b0,b0,0,b10,b1010000
2230000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b1,b1110,0,b10,b0,b0,0,b10,b1010000
2240000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b1,b1110,0,b10,b0,b0,0,b10,b1010000
2250000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b0,b1110,0,b10,b0,b0,1,b10,b1010000
2260000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b0,b1110,0,b10,b0,b0,1,b10,b1010000
2270000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b1,b1110,1,b10,b0,b0,1,b10,b10100000
2280000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b1,b1110,1,b10,b0,b0,1,b10,b10100000
2290000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b0,b1110,1,b10,b0,b0,0,b10,b10100000
2300000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b0,b1110,1,b10,b0,b0,0,b10,b10100000
2310000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b1,b1110,0,b10,b0,b0,0,b10,b10100000
2320000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b1,b1110,0,b10,b0,b0,0,b10,b10100000
2330000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b0,b1110,0,b10,b0,b0,1,b10,b10100000
2340000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b0,b1110,0,b10,b0,b0,1,b10,b10100000
2350000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b1,b1110,1,b10,b0,b0,1,b10,b1000000
2360000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b1,b1110,1,b10,b0,b0,1,b10,b1000000
2370000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b0,b1110,1,b10,b0,b0,0,b10,b1000000
2380000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b0,b1110,1,b10,b0,b0,0,b10,b1000000
2390000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b1,b1110,0,b10,b0,b0,0,b10,b1000000
2400000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b1,b1110,0,b10,b0,b0,0,b10,b1000000
2410000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b0,b1110,0,b10,b0,b0,1,b10,b1000000
2420000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b0,b1110,0,b10,b0,b0,1,b10,b1000000
2430000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b1,b1110,1,b10,b0,b0,1,b10,b10000000
2440000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b1,b1110,1,b10,b0,b0,1,b10,b10000000
2450000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b0,b1110,1,b10,b0,b0,0,b10,b10000000
2460000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b0,b1110,1,b10,b0,b0,0,b10,b10000000
2470000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b1,b1110,0,b10,b0,b0,0,b10,b10000000
2480000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b1,b1110,0,b10,b0,b0,0,b10,b10000000
2490000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b0,b1110,0,b10,b0,b0,1,b10,b10000000
2500000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b0,b1110,0,b10,b0,b0,1,b10,b10000000
2510000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b1,b1110,1,b100,b0,b0,1,b10,b0
2520000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b1,b1110,1,b100,b0,b0,1,b10,b0
2530000,1,1,b0,1,1,0,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,1,b11110000,0,0,0,b11110000,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b0,b1110,1,b0,b0,b0,0,b100,b0
2540000,1,1,b0,1,1,0,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,1,b11110000,0,0,0,b11110000,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b0,b1110,1,b0,b0,b0,0,b100,b0
2550000,1,0,b0,1,0,0,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,1,b11110000,0,0,0,b11110000,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b0,b1110,0,b1,b0,b0,0,b0,b0
2560000,1,0,b0,1,0,0,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,1,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b0,b1110,0,b1,b0,b0,0,b0,b0
2570000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,1,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b0,b1110,0,b10,b0,b0,0,b1,b0
2580000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,1,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b0,b1110,0,b10,b0,b0,0,b1,b0
2590000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b0,b0,b1110,0,b10,b0,b0,0,b10,b10101011
2600000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b0,b0,b1110,0,b10,b0,b0,0,b10,b10101011
2610000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b0,b1,b1110,0,b10,b0,b0,0,b10,b10101011
