Time (ns),IRQ,spi_dual_tb.dut.tx_ready,SS_N,SCLK,spi_dual_tb.dut.rx_valid,DATA,MOSI,MISO,BUSY,spi_dual_tb.dut.clk,spi_dual_tb.expected_slave_rx,spi_dual_tb.dut.master_mode,MISO,MOSI,spi_dual_tb.dut.rst_n,SCLK,spi_dual_tb.slave_rx_valid_seen,SS_N,spi_dual_tb.timeout_cycles,spi_dual_tb.tx_data,spi_dual_tb.dut.tx_valid,spi_dual_tb.i,spi_dual_tb.dut.irq_clear,spi_dual_tb.dut.tx_data,SS_N,DATA,spi_dual_tb.dut.default_data,spi_dual_tb.dut.master_bit_counter,spi_dual_tb.dut.master_busy,spi_dual_tb.dut.master_rx_data_buffer,spi_dual_tb.dut.master_rx_shift_reg,spi_dual_tb.dut.master_rx_valid_buffer,spi_dual_tb.dut.master_sclk_counter,spi_dual_tb.dut.master_sclk_en,spi_dual_tb.dut.master_ss_n_reg,spi_dual_tb.dut.master_start_rx,spi_dual_tb.dut.master_start_tx,spi_dual_tb.dut.master_tx_ready_buffer,spi_dual_tb.dut.master_tx_shift_reg,spi_dual_tb.dut.slave_bit_counter,spi_dual_tb.dut.slave_busy_buffer,spi_dual_tb.dut.slave_rx_data_buffer,spi_dual_tb.dut.slave_rx_valid_buffer,spi_dual_tb.dut.slave_sclk_last_state,spi_dual_tb.dut.slave_ss_last_state,spi_dual_tb.dut.slave_timeout_counter,spi_dual_tb.dut.slave_transaction_active,spi_dual_tb.dut.slave_tx_ready_buffer,spi_dual_tb.dut.slave_tx_shift_reg,spi_dual_tb.wait_master.timeout
3390000,0,1,b1111,0,0,b11010,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b110,0,b100101101001011010010110100101,b1111,b11010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b11010,0,0,0,b11110,1,1,b100101101001011010010110100101,b1011000
3400000,0,1,b1111,0,0,b11010,0,1,1,0,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b110,0,b100101101001011010010110100101,b1111,b11010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b11010,0,0,0,b11110,1,1,b100101101001011010010110100101,b1011000
3410000,0,1,b1111,0,0,b11010,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b110,0,b100101101001011010010110100101,b1111,b11010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b11010,0,0,0,b11111,1,1,b100101101001011010010110100101,b1011000
3420000,0,1,b1111,0,0,b11010,0,1,1,0,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b110,0,b100101101001011010010110100101,b1111,b11010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b11010,0,0,0,b11111,1,1,b100101101001011010010110100101,b1011000
3430000,0,1,b1111,0,0,b11010,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b110,0,b100101101001011010010110100101,b1111,b11010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b11010,0,0,0,b100000,1,1,b100101101001011010010110100101,b1011000
3440000,0,1,b1111,0,0,b11010,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b110,0,b100101101001011010010110100101,b1111,b11010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b11010,0,0,0,b100000,1,1,b100101101001011010010110100101,b1011000
3450000,0,1,b1111,0,0,b110100,0,1,1,1,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b110,0,b100101101001011010010110100101,b1111,b110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b110100,0,1,0,b100001,1,1,b100101101001011010010110100101,b1011000
3460000,0,1,b1111,0,0,b110100,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b110,0,b100101101001011010010110100101,b1111,b110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b110100,0,1,0,b100001,1,1,b100101101001011010010110100101,b1011000
3470000,0,1,b1111,0,0,b110100,0,1,1,1,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b110,0,b100101101001011010010110100101,b1111,b110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b110100,0,1,0,b100010,1,1,b100101101001011010010110100101,b1011000
3480000,0,1,b1111,0,0,b110100,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b110,0,b100101101001011010010110100101,b1111,b110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b110100,0,1,0,b100010,1,1,b100101101001011010010110100101,b1011000
3490000,0,1,b1111,0,0,b110100,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b111,0,b100101101001011010010110100101,b1111,b110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b110100,0,0,0,b100011,1,1,b100101101001011010010110100101,b1011000
3500000,0,1,b1111,0,0,b110100,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b111,0,b100101101001011010010110100101,b1111,b110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b110100,0,0,0,b100011,1,1,b100101101001011010010110100101,b1011000
3510000,0,1,b1111,0,0,b110100,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b111,0,b100101101001011010010110100101,b1111,b110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b110100,0,0,0,b100100,1,1,b100101101001011010010110100101,b1011000
3520000,0,1,b1111,0,0,b110100,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b111,0,b100101101001011010010110100101,b1111,b110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b110100,0,0,0,b100100,1,1,b100101101001011010010110100101,b1011000
3530000,0,1,b1111,0,0,b110100,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b111,0,b100101101001011010010110100101,b1111,b110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b110100,0,0,0,b100101,1,1,b100101101001011010010110100101,b1011000
3540000,0,1,b1111,0,0,b110100,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b111,0,b100101101001011010010110100101,b1111,b110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b110100,0,0,0,b100101,1,1,b100101101001011010010110100101,b1011000
3550000,0,1,b1111,0,0,b1101001,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b111,0,b100101101001011010010110100101,b1111,b1101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1000,1,b1101001,0,1,0,b100110,1,1,b100101101001011010010110100101,b1011000
3560000,0,1,b1111,0,0,b1101001,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b111,0,b100101101001011010010110100101,b1111,b1101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1000,1,b1101001,0,1,0,b100110,1,1,b100101101001011010010110100101,b1011000
3570000,0,1,b1111,0,0,b1101001,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b111,0,b100101101001011010010110100101,b1111,b1101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1000,1,b1101001,0,1,0,b100111,1,1,b100101101001011010010110100101,b1011000
3580000,0,1,b1111,0,0,b1101001,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b111,0,b100101101001011010010110100101,b1111,b1101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1000,1,b1101001,0,1,0,b100111,1,1,b100101101001011010010110100101,b1011000
3590000,0,1,b1111,0,0,b1101001,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b1000,0,b100101101001011010010110100101,b1111,b1101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1000,1,b1101001,0,0,0,b101000,1,1,b100101101001011010010110100101,b1011000
3600000,0,1,b1111,0,0,b1101001,0,1,1,0,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b1000,0,b100101101001011010010110100101,b1111,b1101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1000,1,b1101001,0,0,0,b101000,1,1,b100101101001011010010110100101,b1011000
3610000,0,1,b1111,0,0,b1101001,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b1000,0,b100101101001011010010110100101,b1111,b1101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1000,1,b1101001,0,0,0,b101001,1,1,b100101101001011010010110100101,b1011000
3620000,0,1,b1111,0,0,b1101001,0,1,1,0,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b1000,0,b100101101001011010010110100101,b1111,b1101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1000,1,b1101001,0,0,0,b101001,1,1,b100101101001011010010110100101,b1011000
3630000,0,1,b1111,0,0,b1101001,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b1000,0,b100101101001011010010110100101,b1111,b1101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1000,1,b1101001,0,0,0,b101010,1,1,b100101101001011010010110100101,b1011000
3640000,0,1,b1111,0,0,b1101001,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b1000,0,b100101101001011010010110100101,b1111,b1101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1000,1,b1101001,0,0,0,b101010,1,1,b100101101001011010010110100101,b1011000
3650000,0,1,b1111,0,0,b11010010,0,1,1,1,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b1000,0,b100101101001011010010110100101,b1111,b11010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1001,1,b11010010,0,1,0,b101011,1,1,b100101101001011010010110100101,b1011000
3660000,0,1,b1111,0,0,b11010010,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b1000,0,b100101101001011010010110100101,b1111,b11010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1001,1,b11010010,0,1,0,b101011,1,1,b100101101001011010010110100101,b1011000
3670000,0,1,b1111,0,0,b11010010,0,1,1,1,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b1000,0,b100101101001011010010110100101,b1111,b11010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1001,1,b11010010,0,1,0,b101100,1,1,b100101101001011010010110100101,b1011000
3680000,0,1,b1111,0,0,b11010010,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b1000,0,b100101101001011010010110100101,b1111,b11010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1001,1,b11010010,0,1,0,b101100,1,1,b100101101001011010010110100101,b1011000
3690000,0,1,b1111,0,0,b11010010,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1001,0,b100101101001011010010110100101,b1111,b11010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1001,1,b11010010,0,0,0,b101101,1,1,b100101101001011010010110100101,b1011000
3700000,0,1,b1111,0,0,b11010010,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1001,0,b100101101001011010010110100101,b1111,b11010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1001,1,b11010010,0,0,0,b101101,1,1,b100101101001011010010110100101,b1011000
3710000,0,1,b1111,0,0,b11010010,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1001,0,b100101101001011010010110100101,b1111,b11010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1001,1,b11010010,0,0,0,b101110,1,1,b100101101001011010010110100101,b1011000
3720000,0,1,b1111,0,0,b11010010,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1001,0,b100101101001011010010110100101,b1111,b11010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1001,1,b11010010,0,0,0,b101110,1,1,b100101101001011010010110100101,b1011000
3730000,0,1,b1111,0,0,b11010010,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1001,0,b100101101001011010010110100101,b1111,b11010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1001,1,b11010010,0,0,0,b101111,1,1,b100101101001011010010110100101,b1011000
3740000,0,1,b1111,0,0,b11010010,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1001,0,b100101101001011010010110100101,b1111,b11010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1001,1,b11010010,0,0,0,b101111,1,1,b100101101001011010010110100101,b1011000
3750000,0,1,b1111,0,0,b110100101,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1001,0,b100101101001011010010110100101,b1111,b110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1010,1,b110100101,0,1,0,b110000,1,1,b100101101001011010010110100101,b1011000
3760000,0,1,b1111,0,0,b110100101,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1001,0,b100101101001011010010110100101,b1111,b110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1010,1,b110100101,0,1,0,b110000,1,1,b100101101001011010010110100101,b1011000
3770000,0,1,b1111,0,0,b110100101,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1001,0,b100101101001011010010110100101,b1111,b110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1010,1,b110100101,0,1,0,b110001,1,1,b100101101001011010010110100101,b1011000
3780000,0,1,b1111,0,0,b110100101,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1001,0,b100101101001011010010110100101,b1111,b110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1010,1,b110100101,0,1,0,b110001,1,1,b100101101001011010010110100101,b1011000
3790000,0,1,b1111,0,0,b110100101,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1010,0,b100101101001011010010110100101,b1111,b110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1010,1,b110100101,0,0,0,b110010,1,1,b100101101001011010010110100101,b1011000
3800000,0,1,b1111,0,0,b110100101,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1010,0,b100101101001011010010110100101,b1111,b110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1010,1,b110100101,0,0,0,b110010,1,1,b100101101001011010010110100101,b1011000
3810000,0,1,b1111,0,0,b110100101,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1010,0,b100101101001011010010110100101,b1111,b110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1010,1,b110100101,0,0,0,b110011,1,1,b100101101001011010010110100101,b1011000
3820000,0,1,b1111,0,0,b110100101,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1010,0,b100101101001011010010110100101,b1111,b110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1010,1,b110100101,0,0,0,b110011,1,1,b100101101001011010010110100101,b1011000
3830000,0,1,b1111,0,0,b110100101,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1010,0,b100101101001011010010110100101,b1111,b110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1010,1,b110100101,0,0,0,b110100,1,1,b100101101001011010010110100101,b1011000
3840000,0,1,b1111,0,0,b110100101,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1010,0,b100101101001011010010110100101,b1111,b110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1010,1,b110100101,0,0,0,b110100,1,1,b100101101001011010010110100101,b1011000
3850000,0,1,b1111,0,0,b1101001011,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1010,0,b100101101001011010010110100101,b1111,b1101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1011,1,b1101001011,0,1,0,b110101,1,1,b100101101001011010010110100101,b1011000
3860000,0,1,b1111,0,0,b1101001011,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1010,0,b100101101001011010010110100101,b1111,b1101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1011,1,b1101001011,0,1,0,b110101,1,1,b100101101001011010010110100101,b1011000
3870000,0,1,b1111,0,0,b1101001011,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1010,0,b100101101001011010010110100101,b1111,b1101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1011,1,b1101001011,0,1,0,b110110,1,1,b100101101001011010010110100101,b1011000
3880000,0,1,b1111,0,0,b1101001011,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1010,0,b100101101001011010010110100101,b1111,b1101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1011,1,b1101001011,0,1,0,b110110,1,1,b100101101001011010010110100101,b1011000
3890000,0,1,b1111,0,0,b1101001011,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b1011,0,b100101101001011010010110100101,b1111,b1101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1011,1,b1101001011,0,0,0,b110111,1,1,b100101101001011010010110100101,b1011000
3900000,0,1,b1111,0,0,b1101001011,0,1,1,0,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b1011,0,b100101101001011010010110100101,b1111,b1101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1011,1,b1101001011,0,0,0,b110111,1,1,b100101101001011010010110100101,b1011000
3910000,0,1,b1111,0,0,b1101001011,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b1011,0,b100101101001011010010110100101,b1111,b1101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1011,1,b1101001011,0,0,0,b111000,1,1,b100101101001011010010110100101,b1011000
3920000,0,1,b1111,0,0,b1101001011,0,1,1,0,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b1011,0,b100101101001011010010110100101,b1111,b1101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1011,1,b1101001011,0,0,0,b111000,1,1,b100101101001011010010110100101,b1011000
3930000,0,1,b1111,0,0,b1101001011,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b1011,0,b100101101001011010010110100101,b1111,b1101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1011,1,b1101001011,0,0,0,b111001,1,1,b100101101001011010010110100101,b1011000
3940000,0,1,b1111,0,0,b1101001011,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b1011,0,b100101101001011010010110100101,b1111,b1101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1011,1,b1101001011,0,0,0,b111001,1,1,b100101101001011010010110100101,b1011000
3950000,0,1,b1111,0,0,b11010010110,0,1,1,1,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b1011,0,b100101101001011010010110100101,b1111,b11010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1100,1,b11010010110,0,1,0,b111010,1,1,b100101101001011010010110100101,b1011000
3960000,0,1,b1111,0,0,b11010010110,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b1011,0,b100101101001011010010110100101,b1111,b11010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1100,1,b11010010110,0,1,0,b111010,1,1,b100101101001011010010110100101,b1011000
3970000,0,1,b1111,0,0,b11010010110,0,1,1,1,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b1011,0,b100101101001011010010110100101,b1111,b11010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1100,1,b11010010110,0,1,0,b111011,1,1,b100101101001011010010110100101,b1011000
3980000,0,1,b1111,0,0,b11010010110,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b1011,0,b100101101001011010010110100101,b1111,b11010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1100,1,b11010010110,0,1,0,b111011,1,1,b100101101001011010010110100101,b1011000
3990000,0,1,b1111,0,0,b11010010110,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1100,0,b100101101001011010010110100101,b1111,b11010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1100,1,b11010010110,0,0,0,b111100,1,1,b100101101001011010010110100101,b1011000
4000000,0,1,b1111,0,0,b11010010110,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1100,0,b100101101001011010010110100101,b1111,b11010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1100,1,b11010010110,0,0,0,b111100,1,1,b100101101001011010010110100101,b1011000
4010000,0,1,b1111,0,0,b11010010110,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1100,0,b100101101001011010010110100101,b1111,b11010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1100,1,b11010010110,0,0,0,b111101,1,1,b100101101001011010010110100101,b1011000
4020000,0,1,b1111,0,0,b11010010110,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1100,0,b100101101001011010010110100101,b1111,b11010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1100,1,b11010010110,0,0,0,b111101,1,1,b100101101001011010010110100101,b1011000
4030000,0,1,b1111,0,0,b11010010110,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b1100,0,b100101101001011010010110100101,b1111,b11010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1100,1,b11010010110,0,0,0,b111110,1,1,b100101101001011010010110100101,b1011000
4040000,0,1,b1111,0,0,b11010010110,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1100,0,b100101101001011010010110100101,b1111,b11010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1100,1,b11010010110,0,0,0,b111110,1,1,b100101101001011010010110100101,b1011000
4050000,0,1,b1111,0,0,b110100101101,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1100,0,b100101101001011010010110100101,b1111,b110100101101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1101,1,b110100101101,0,1,0,b111111,1,1,b100101101001011010010110100101,b1011000
4060000,0,1,b1111,0,0,b110100101101,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1100,0,b100101101001011010010110100101,b1111,b110100101101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1101,1,b110100101101,0,1,0,b111111,1,1,b100101101001011010010110100101,b1011000
4070000,0,1,b1111,0,0,b110100101101,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1100,0,b100101101001011010010110100101,b1111,b110100101101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1101,1,b110100101101,0,1,0,b1000000,1,1,b100101101001011010010110100101,b1011000
4080000,0,1,b1111,0,0,b110100101101,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b1100,0,b100101101001011010010110100101,b1111,b110100101101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1101,1,b110100101101,0,1,0,b1000000,1,1,b100101101001011010010110100101,b1011000
4090000,0,1,b1111,0,0,b110100101101,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b1101,0,b100101101001011010010110100101,b1111,b110100101101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1101,1,b110100101101,0,0,0,b1000001,1,1,b100101101001011010010110100101,b1011000
