Time (ns),SS_N,SCLK,DATA,MOSI,IRQ,BUSY,spi_master_tb.dut.clk,MISO,spi_master_tb.dut.rst_n,spi_master_tb.dut.start_rx,spi_master_tb.dut.start_tx,spi_master_tb.tx_data,spi_master_tb.ss_idx,spi_master_tb.timeout_cycles,spi_master_tb.dut.CPHA,spi_master_tb.dut.CPOL,spi_master_tb.dut.SS_ACTIVE,spi_master_tb.dut.tx_data,spi_master_tb.dut.bit_counter,spi_master_tb.dut.clk_counter,spi_master_tb.dut.default_data,spi_master_tb.dut.last_sclk,spi_master_tb.dut.next_state,DATA,spi_master_tb.dut.rx_shift_reg,spi_master_tb.dut.sclk_gen,SS_N,spi_master_tb.dut.state,spi_master_tb.dut.tx_shift_reg,spi_master_tb.assert_all_ss_inactive.tag,spi_master_tb.assert_selected_ss_active.tag,spi_master_tb.wait_for_busy_assert.tag,spi_master_tb.wait_for_busy_assert.max_cycles,spi_master_tb.wait_for_not_busy.tag,spi_master_tb.wait_for_not_busy.max_cycles
11540000,b11110111,0,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b10111,1,1,0,b1010101111001101,b11,b11,b1010010110100101,0,b10,b1111111111111111,b11,0,b11110111,b10,b101111001101000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11550000,b11110111,0,b1111111111111111,1,0,1,1,1,1,0,0,b1010101111001101,b1000,b11000,1,1,0,b1010101111001101,b11,b0,b1010010110100101,0,b10,b1111111111111111,b11,1,b11110111,b10,b101111001101000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11560000,b11110111,0,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b11000,1,1,0,b1010101111001101,b11,b0,b1010010110100101,0,b10,b1111111111111111,b11,1,b11110111,b10,b101111001101000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11570000,b11110111,1,b1111111111111111,1,0,1,1,1,1,0,0,b1010101111001101,b1000,b11001,1,1,0,b1010101111001101,b11,b1,b1010010110100101,1,b10,b1111111111111111,b111,1,b11110111,b10,b101111001101000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11580000,b11110111,1,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b11001,1,1,0,b1010101111001101,b11,b1,b1010010110100101,1,b10,b1111111111111111,b111,1,b11110111,b10,b101111001101000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11590000,b11110111,1,b1111111111111111,1,0,1,1,1,1,0,0,b1010101111001101,b1000,b11010,1,1,0,b1010101111001101,b11,b10,b1010010110100101,1,b10,b1111111111111111,b111,1,b11110111,b10,b101111001101000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11600000,b11110111,1,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b11010,1,1,0,b1010101111001101,b11,b10,b1010010110100101,1,b10,b1111111111111111,b111,1,b11110111,b10,b101111001101000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11610000,b11110111,1,b1111111111111111,1,0,1,1,1,1,0,0,b1010101111001101,b1000,b11011,1,1,0,b1010101111001101,b11,b11,b1010010110100101,1,b10,b1111111111111111,b111,1,b11110111,b10,b101111001101000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11620000,b11110111,1,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b11011,1,1,0,b1010101111001101,b11,b11,b1010010110100101,1,b10,b1111111111111111,b111,1,b11110111,b10,b101111001101000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11630000,b11110111,1,b1111111111111111,1,0,1,1,1,1,0,0,b1010101111001101,b1000,b11100,1,1,0,b1010101111001101,b11,b0,b1010010110100101,1,b10,b1111111111111111,b111,0,b11110111,b10,b101111001101000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11640000,b11110111,1,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b11100,1,1,0,b1010101111001101,b11,b0,b1010010110100101,1,b10,b1111111111111111,b111,0,b11110111,b10,b101111001101000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11650000,b11110111,0,b1111111111111111,0,0,1,1,1,1,0,0,b1010101111001101,b1000,b11101,1,1,0,b1010101111001101,b100,b1,b1010010110100101,0,b10,b1111111111111111,b111,0,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11660000,b11110111,0,b1111111111111111,0,0,1,0,1,1,0,0,b1010101111001101,b1000,b11101,1,1,0,b1010101111001101,b100,b1,b1010010110100101,0,b10,b1111111111111111,b111,0,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11670000,b11110111,0,b1111111111111111,0,0,1,1,1,1,0,0,b1010101111001101,b1000,b11110,1,1,0,b1010101111001101,b100,b10,b1010010110100101,0,b10,b1111111111111111,b111,0,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11680000,b11110111,0,b1111111111111111,0,0,1,0,1,1,0,0,b1010101111001101,b1000,b11110,1,1,0,b1010101111001101,b100,b10,b1010010110100101,0,b10,b1111111111111111,b111,0,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11690000,b11110111,0,b1111111111111111,0,0,1,1,1,1,0,0,b1010101111001101,b1000,b11111,1,1,0,b1010101111001101,b100,b11,b1010010110100101,0,b10,b1111111111111111,b111,0,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11700000,b11110111,0,b1111111111111111,0,0,1,0,1,1,0,0,b1010101111001101,b1000,b11111,1,1,0,b1010101111001101,b100,b11,b1010010110100101,0,b10,b1111111111111111,b111,0,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11710000,b11110111,0,b1111111111111111,0,0,1,1,1,1,0,0,b1010101111001101,b1000,b100000,1,1,0,b1010101111001101,b100,b0,b1010010110100101,0,b10,b1111111111111111,b111,1,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11720000,b11110111,0,b1111111111111111,0,0,1,0,1,1,0,0,b1010101111001101,b1000,b100000,1,1,0,b1010101111001101,b100,b0,b1010010110100101,0,b10,b1111111111111111,b111,1,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11730000,b11110111,1,b1111111111111111,0,0,1,1,1,1,0,0,b1010101111001101,b1000,b100001,1,1,0,b1010101111001101,b100,b1,b1010010110100101,1,b10,b1111111111111111,b1111,1,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11740000,b11110111,1,b1111111111111111,0,0,1,0,1,1,0,0,b1010101111001101,b1000,b100001,1,1,0,b1010101111001101,b100,b1,b1010010110100101,1,b10,b1111111111111111,b1111,1,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11750000,b11110111,1,b1111111111111111,0,0,1,1,1,1,0,0,b1010101111001101,b1000,b100010,1,1,0,b1010101111001101,b100,b10,b1010010110100101,1,b10,b1111111111111111,b1111,1,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11760000,b11110111,1,b1111111111111111,0,0,1,0,1,1,0,0,b1010101111001101,b1000,b100010,1,1,0,b1010101111001101,b100,b10,b1010010110100101,1,b10,b1111111111111111,b1111,1,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11770000,b11110111,1,b1111111111111111,0,0,1,1,1,1,0,0,b1010101111001101,b1000,b100011,1,1,0,b1010101111001101,b100,b11,b1010010110100101,1,b10,b1111111111111111,b1111,1,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11780000,b11110111,1,b1111111111111111,0,0,1,0,1,1,0,0,b1010101111001101,b1000,b100011,1,1,0,b1010101111001101,b100,b11,b1010010110100101,1,b10,b1111111111111111,b1111,1,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11790000,b11110111,1,b1111111111111111,0,0,1,1,1,1,0,0,b1010101111001101,b1000,b100100,1,1,0,b1010101111001101,b100,b0,b1010010110100101,1,b10,b1111111111111111,b1111,0,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11800000,b11110111,1,b1111111111111111,0,0,1,0,1,1,0,0,b1010101111001101,b1000,b100100,1,1,0,b1010101111001101,b100,b0,b1010010110100101,1,b10,b1111111111111111,b1111,0,b11110111,b10,b1011110011010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11810000,b11110111,0,b1111111111111111,1,0,1,1,1,1,0,0,b1010101111001101,b1000,b100101,1,1,0,b1010101111001101,b101,b1,b1010010110100101,0,b10,b1111111111111111,b1111,0,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11820000,b11110111,0,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b100101,1,1,0,b1010101111001101,b101,b1,b1010010110100101,0,b10,b1111111111111111,b1111,0,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11830000,b11110111,0,b1111111111111111,1,0,1,1,1,1,0,0,b1010101111001101,b1000,b100110,1,1,0,b1010101111001101,b101,b10,b1010010110100101,0,b10,b1111111111111111,b1111,0,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11840000,b11110111,0,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b100110,1,1,0,b1010101111001101,b101,b10,b1010010110100101,0,b10,b1111111111111111,b1111,0,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11850000,b11110111,0,b1111111111111111,1,0,1,1,1,1,0,0,b1010101111001101,b1000,b100111,1,1,0,b1010101111001101,b101,b11,b1010010110100101,0,b10,b1111111111111111,b1111,0,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11860000,b11110111,0,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b100111,1,1,0,b1010101111001101,b101,b11,b1010010110100101,0,b10,b1111111111111111,b1111,0,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11870000,b11110111,0,b1111111111111111,1,0,1,1,1,1,0,0,b1010101111001101,b1000,b101000,1,1,0,b1010101111001101,b101,b0,b1010010110100101,0,b10,b1111111111111111,b1111,1,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11880000,b11110111,0,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b101000,1,1,0,b1010101111001101,b101,b0,b1010010110100101,0,b10,b1111111111111111,b1111,1,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11890000,b11110111,1,b1111111111111111,1,0,1,1,1,1,0,0,b1010101111001101,b1000,b101001,1,1,0,b1010101111001101,b101,b1,b1010010110100101,1,b10,b1111111111111111,b11111,1,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11900000,b11110111,1,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b101001,1,1,0,b1010101111001101,b101,b1,b1010010110100101,1,b10,b1111111111111111,b11111,1,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11910000,b11110111,1,b1111111111111111,1,0,1,1,1,1,0,0,b1010101111001101,b1000,b101010,1,1,0,b1010101111001101,b101,b10,b1010010110100101,1,b10,b1111111111111111,b11111,1,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11920000,b11110111,1,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b101010,1,1,0,b1010101111001101,b101,b10,b1010010110100101,1,b10,b1111111111111111,b11111,1,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11930000,b11110111,1,b1111111111111111,1,0,1,1,1,1,0,0,b1010101111001101,b1000,b101011,1,1,0,b1010101111001101,b101,b11,b1010010110100101,1,b10,b1111111111111111,b11111,1,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11940000,b11110111,1,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b101011,1,1,0,b1010101111001101,b101,b11,b1010010110100101,1,b10,b1111111111111111,b11111,1,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11950000,b11110111,1,b1111111111111111,1,0,1,1,1,1,0,0,b1010101111001101,b1000,b101100,1,1,0,b1010101111001101,b101,b0,b1010010110100101,1,b10,b1111111111111111,b11111,0,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11960000,b11110111,1,b1111111111111111,1,0,1,0,1,1,0,0,b1010101111001101,b1000,b101100,1,1,0,b1010101111001101,b101,b0,b1010010110100101,1,b10,b1111111111111111,b11111,0,b11110111,b10,b111100110100000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11970000,b11110111,0,b1111111111111111,0,0,1,1,1,1,0,0,b1010101111001101,b1000,b101101,1,1,0,b1010101111001101,b110,b1,b1010010110100101,0,b10,b1111111111111111,b11111,0,b11110111,b10,b1111001101000000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11980000,b11110111,0,b1111111111111111,0,0,1,0,1,1,0,0,b1010101111001101,b1000,b101101,1,1,0,b1010101111001101,b110,b1,b1010010110100101,0,b10,b1111111111111111,b11111,0,b11110111,b10,b1111001101000000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
11990000,b11110111,0,b1111111111111111,0,0,1,1,1,1,0,0,b1010101111001101,b1000,b101110,1,1,0,b1010101111001101,b110,b10,b1010010110100101,0,b10,b1111111111111111,b11111,0,b11110111,b10,b1111001101000000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
12000000,b11110111,0,b1111111111111111,0,0,1,0,1,1,0,0,b1010101111001101,b1000,b101110,1,1,0,b1010101111001101,b110,b10,b1010010110100101,0,b10,b1111111111111111,b11111,0,b11110111,b10,b1111001101000000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100010111110110001101101111011011010111000001101100011001010111010001100101,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b11111010000,b11101000110010101110011011101000011010001011111011000110110111101101110011001100110100101100111,b100111000100000
