Time (ns),SS_N,SCLK,DATA,MOSI,IRQ,BUSY,spi_master_tb.dut.clk,MISO,spi_master_tb.dut.rst_n,spi_master_tb.dut.start_rx,spi_master_tb.dut.start_tx,spi_master_tb.tx_data,spi_master_tb.ss_idx,spi_master_tb.timeout_cycles,spi_master_tb.dut.CPHA,spi_master_tb.dut.CPOL,spi_master_tb.dut.SS_ACTIVE,spi_master_tb.dut.tx_data,spi_master_tb.dut.bit_counter,spi_master_tb.dut.clk_counter,spi_master_tb.dut.default_data,spi_master_tb.dut.last_sclk,spi_master_tb.dut.next_state,DATA,spi_master_tb.dut.rx_shift_reg,spi_master_tb.dut.sclk_gen,SS_N,spi_master_tb.dut.state,spi_master_tb.dut.tx_shift_reg,spi_master_tb.assert_all_ss_inactive.tag,spi_master_tb.assert_selected_ss_active.tag,spi_master_tb.wait_for_busy_assert.tag,spi_master_tb.wait_for_busy_assert.max_cycles,spi_master_tb.wait_for_not_busy.tag,spi_master_tb.wait_for_not_busy.max_cycles
8590000,b11110111,0,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b111,1,1,0,b1111111100000000,b1,b0,b1010010110100101,0,b10,b111111111111111,b0,1,b11110111,b10,b1111111000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8600000,b11110111,0,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b1000,1,1,0,b1111111100000000,b1,b0,b1010010110100101,0,b10,b111111111111111,b0,1,b11110111,b10,b1111111000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8610000,b11110111,1,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b1000,1,1,0,b1111111100000000,b1,b1,b1010010110100101,1,b10,b111111111111111,b1,1,b11110111,b10,b1111111000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8620000,b11110111,1,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b1001,1,1,0,b1111111100000000,b1,b1,b1010010110100101,1,b10,b111111111111111,b1,1,b11110111,b10,b1111111000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8630000,b11110111,1,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b1001,1,1,0,b1111111100000000,b1,b10,b1010010110100101,1,b10,b111111111111111,b1,1,b11110111,b10,b1111111000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8640000,b11110111,1,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b1010,1,1,0,b1111111100000000,b1,b10,b1010010110100101,1,b10,b111111111111111,b1,1,b11110111,b10,b1111111000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8650000,b11110111,1,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b1010,1,1,0,b1111111100000000,b1,b11,b1010010110100101,1,b10,b111111111111111,b1,1,b11110111,b10,b1111111000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8660000,b11110111,1,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b1011,1,1,0,b1111111100000000,b1,b11,b1010010110100101,1,b10,b111111111111111,b1,1,b11110111,b10,b1111111000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8670000,b11110111,1,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b1011,1,1,0,b1111111100000000,b1,b0,b1010010110100101,1,b10,b111111111111111,b1,0,b11110111,b10,b1111111000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8680000,b11110111,1,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b1100,1,1,0,b1111111100000000,b1,b0,b1010010110100101,1,b10,b111111111111111,b1,0,b11110111,b10,b1111111000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8690000,b11110111,0,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b1100,1,1,0,b1111111100000000,b10,b1,b1010010110100101,0,b10,b111111111111111,b1,0,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8700000,b11110111,0,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b1101,1,1,0,b1111111100000000,b10,b1,b1010010110100101,0,b10,b111111111111111,b1,0,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8710000,b11110111,0,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b1101,1,1,0,b1111111100000000,b10,b10,b1010010110100101,0,b10,b111111111111111,b1,0,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8720000,b11110111,0,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b1110,1,1,0,b1111111100000000,b10,b10,b1010010110100101,0,b10,b111111111111111,b1,0,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8730000,b11110111,0,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b1110,1,1,0,b1111111100000000,b10,b11,b1010010110100101,0,b10,b111111111111111,b1,0,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8740000,b11110111,0,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b1111,1,1,0,b1111111100000000,b10,b11,b1010010110100101,0,b10,b111111111111111,b1,0,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8750000,b11110111,0,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b1111,1,1,0,b1111111100000000,b10,b0,b1010010110100101,0,b10,b111111111111111,b1,1,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8760000,b11110111,0,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b10000,1,1,0,b1111111100000000,b10,b0,b1010010110100101,0,b10,b111111111111111,b1,1,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8770000,b11110111,1,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b10000,1,1,0,b1111111100000000,b10,b1,b1010010110100101,1,b10,b111111111111111,b11,1,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8780000,b11110111,1,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b10001,1,1,0,b1111111100000000,b10,b1,b1010010110100101,1,b10,b111111111111111,b11,1,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8790000,b11110111,1,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b10001,1,1,0,b1111111100000000,b10,b10,b1010010110100101,1,b10,b111111111111111,b11,1,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8800000,b11110111,1,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b10010,1,1,0,b1111111100000000,b10,b10,b1010010110100101,1,b10,b111111111111111,b11,1,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8810000,b11110111,1,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b10010,1,1,0,b1111111100000000,b10,b11,b1010010110100101,1,b10,b111111111111111,b11,1,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8820000,b11110111,1,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b10011,1,1,0,b1111111100000000,b10,b11,b1010010110100101,1,b10,b111111111111111,b11,1,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8830000,b11110111,1,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b10011,1,1,0,b1111111100000000,b10,b0,b1010010110100101,1,b10,b111111111111111,b11,0,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8840000,b11110111,1,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b10100,1,1,0,b1111111100000000,b10,b0,b1010010110100101,1,b10,b111111111111111,b11,0,b11110111,b10,b1111110000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8850000,b11110111,0,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b10100,1,1,0,b1111111100000000,b11,b1,b1010010110100101,0,b10,b111111111111111,b11,0,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8860000,b11110111,0,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b10101,1,1,0,b1111111100000000,b11,b1,b1010010110100101,0,b10,b111111111111111,b11,0,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8870000,b11110111,0,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b10101,1,1,0,b1111111100000000,b11,b10,b1010010110100101,0,b10,b111111111111111,b11,0,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8880000,b11110111,0,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b10110,1,1,0,b1111111100000000,b11,b10,b1010010110100101,0,b10,b111111111111111,b11,0,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8890000,b11110111,0,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b10110,1,1,0,b1111111100000000,b11,b11,b1010010110100101,0,b10,b111111111111111,b11,0,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8900000,b11110111,0,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b10111,1,1,0,b1111111100000000,b11,b11,b1010010110100101,0,b10,b111111111111111,b11,0,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8910000,b11110111,0,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b10111,1,1,0,b1111111100000000,b11,b0,b1010010110100101,0,b10,b111111111111111,b11,1,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8920000,b11110111,0,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b11000,1,1,0,b1111111100000000,b11,b0,b1010010110100101,0,b10,b111111111111111,b11,1,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8930000,b11110111,1,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b11000,1,1,0,b1111111100000000,b11,b1,b1010010110100101,1,b10,b111111111111111,b111,1,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8940000,b11110111,1,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b11001,1,1,0,b1111111100000000,b11,b1,b1010010110100101,1,b10,b111111111111111,b111,1,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8950000,b11110111,1,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b11001,1,1,0,b1111111100000000,b11,b10,b1010010110100101,1,b10,b111111111111111,b111,1,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8960000,b11110111,1,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b11010,1,1,0,b1111111100000000,b11,b10,b1010010110100101,1,b10,b111111111111111,b111,1,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8970000,b11110111,1,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b11010,1,1,0,b1111111100000000,b11,b11,b1010010110100101,1,b10,b111111111111111,b111,1,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8980000,b11110111,1,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b11011,1,1,0,b1111111100000000,b11,b11,b1010010110100101,1,b10,b111111111111111,b111,1,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
8990000,b11110111,1,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b11011,1,1,0,b1111111100000000,b11,b0,b1010010110100101,1,b10,b111111111111111,b111,0,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
9000000,b11110111,1,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b11100,1,1,0,b1111111100000000,b11,b0,b1010010110100101,1,b10,b111111111111111,b111,0,b11110111,b10,b1111100000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
9010000,b11110111,0,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b11100,1,1,0,b1111111100000000,b100,b1,b1010010110100101,0,b10,b111111111111111,b111,0,b11110111,b10,b1111000000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
9020000,b11110111,0,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b11101,1,1,0,b1111111100000000,b100,b1,b1010010110100101,0,b10,b111111111111111,b111,0,b11110111,b10,b1111000000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
9030000,b11110111,0,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b11101,1,1,0,b1111111100000000,b100,b10,b1010010110100101,0,b10,b111111111111111,b111,0,b11110111,b10,b1111000000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
9040000,b11110111,0,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b11110,1,1,0,b1111111100000000,b100,b10,b1010010110100101,0,b10,b111111111111111,b111,0,b11110111,b10,b1111000000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
9050000,b11110111,0,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b11110,1,1,0,b1111111100000000,b100,b11,b1010010110100101,0,b10,b111111111111111,b111,0,b11110111,b10,b1111000000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
9060000,b11110111,0,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b11111,1,1,0,b1111111100000000,b100,b11,b1010010110100101,0,b10,b111111111111111,b111,0,b11110111,b10,b1111000000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
9070000,b11110111,0,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b11111,1,1,0,b1111111100000000,b100,b0,b1010010110100101,0,b10,b111111111111111,b111,1,b11110111,b10,b1111000000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
9080000,b11110111,0,b111111111111111,1,0,1,0,1,1,0,0,b1111111100000000,b1000,b100000,1,1,0,b1111111100000000,b100,b0,b1010010110100101,0,b10,b111111111111111,b111,1,b11110111,b10,b1111000000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
9090000,b11110111,1,b111111111111111,1,0,1,1,1,1,0,0,b1111111100000000,b1000,b100000,1,1,0,b1111111100000000,b100,b1,b1010010110100101,1,b10,b111111111111111,b1111,1,b11110111,b10,b1111000000000000,b1110100011001010111001101110100010111110111001001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b11111010000,b111010001100101011100110111010000110011010111110110001001110101011100100111001101110100,b100111000100000
