Time (ns),spi_master_tb.dut.clk_counter
934630000,b110101
934650000,b110110
934670000,b110111
934690000,b111000
934710000,b111001
934730000,b111010
934750000,b111011
934770000,b111100
934790000,b111101
934810000,b111110
934830000,b111111
934850000,b1000000
934870000,b1000001
934890000,b1000010
934910000,b1000011
934930000,b1000100
934950000,b1000101
934970000,b1000110
934990000,b1000111
935010000,b1001000
935030000,b1001001
935050000,b1001010
935070000,b1001011
935090000,b1001100
935110000,b1001101
935130000,b1001110
935150000,b1001111
935170000,b1010000
935190000,b1010001
935210000,b1010010
935230000,b1010011
935250000,b1010100
935270000,b1010101
935290000,b1010110
935310000,b1010111
935330000,b1011000
935350000,b1011001
935370000,b1011010
935390000,b1011011
935410000,b1011100
935430000,b1011101
935450000,b1011110
935470000,b1011111
935490000,b1100000
935510000,b1100001
935530000,b1100010
935550000,b1100011
935570000,b1100100
935590000,b1100101
935610000,b1100110
935630000,b1100111
935650000,b1101000
935670000,b1101001
935690000,b1101010
935710000,b1101011
935730000,b1101100
935750000,b1101101
935770000,b1101110
935790000,b1101111
935810000,b1110000
935830000,b1110001
935850000,b1110010
935870000,b1110011
935890000,b1110100
935910000,b1110101
935930000,b1110110
935950000,b1110111
935970000,b1111000
935990000,b1111001
936010000,b1111010
936030000,b1111011
936050000,b1111100
936070000,b1111101
936090000,b1111110
936110000,b1111111
936130000,b10000000
936150000,b10000001
936170000,b10000010
936190000,b10000011
936210000,b10000100
936230000,b10000101
936250000,b10000110
936270000,b10000111
936290000,b10001000
936310000,b10001001
936330000,b10001010
936350000,b10001011
936370000,b10001100
936390000,b10001101
936410000,b10001110
936430000,b10001111
936450000,b10010000
936470000,b10010001
936490000,b10010010
936510000,b10010011
936530000,b10010100
936550000,b10010101
936570000,b10010110
936590000,b10010111
936610000,b10011000
936630000,b10011001
936650000,b10011010
936670000,b10011011
936690000,b10011100
936710000,b10011101
936730000,b10011110
936750000,b10011111
936770000,b10100000
936790000,b10100001
936810000,b10100010
936830000,b10100011
936850000,b10100100
936870000,b10100101
936890000,b10100110
936910000,b10100111
936930000,b10101000
936950000,b10101001
936970000,b10101010
936990000,b10101011
937010000,b10101100
937030000,b10101101
937050000,b10101110
937070000,b10101111
937090000,b10110000
937110000,b10110001
937130000,b10110010
937150000,b10110011
937170000,b10110100
937190000,b10110101
937210000,b10110110
937230000,b10110111
937250000,b10111000
937270000,b10111001
937290000,b10111010
937310000,b10111011
937330000,b10111100
937350000,b10111101
937370000,b10111110
937390000,b10111111
937410000,b11000000
937430000,b11000001
937450000,b11000010
937470000,b11000011
937490000,b11000100
937510000,b11000101
937530000,b11000110
937550000,b11000111
937570000,b11001000
937590000,b11001001
937610000,b11001010
937630000,b11001011
937650000,b11001100
937670000,b11001101
937690000,b11001110
937710000,b11001111
937730000,b11010000
937750000,b11010001
937770000,b11010010
937790000,b11010011
937810000,b11010100
937830000,b11010101
937850000,b11010110
937870000,b11010111
937890000,b11011000
937910000,b11011001
937930000,b11011010
937950000,b11011011
937970000,b11011100
937990000,b11011101
938010000,b11011110
938030000,b11011111
938050000,b11100000
938070000,b11100001
938090000,b11100010
938110000,b11100011
938130000,b11100100
938150000,b11100101
938170000,b11100110
938190000,b11100111
938210000,b11101000
938230000,b11101001
938250000,b11101010
938270000,b11101011
938290000,b11101100
938310000,b11101101
938330000,b11101110
938350000,b11101111
938370000,b11110000
938390000,b11110001
938410000,b11110010
938430000,b11110011
938450000,b11110100
938470000,b11110101
938490000,b11110110
938510000,b11110111
938530000,b11111000
938550000,b11111001
938570000,b0
938590000,b1
938610000,b10
938630000,b11
938650000,b100
938670000,b101
938690000,b110
938710000,b111
938730000,b1000
938750000,b1001
938770000,b1010
938790000,b1011
938810000,b1100
938830000,b1101
938850000,b1110
938870000,b1111
938890000,b10000
938910000,b10001
938930000,b10010
938950000,b10011
938970000,b10100
938990000,b10101
939010000,b10110
939030000,b10111
939050000,b11000
939070000,b11001
939090000,b11010
939110000,b11011
939130000,b11100
939150000,b11101
939170000,b11110
939190000,b11111
939210000,b100000
939230000,b100001
939250000,b100010
939270000,b100011
939290000,b100100
939310000,b100101
939330000,b100110
939350000,b100111
939370000,b101000
939390000,b101001
939410000,b101010
939430000,b101011
939450000,b101100
939470000,b101101
939490000,b101110
939510000,b101111
939530000,b110000
939550000,b110001
939570000,b110010
939590000,b110011
939610000,b110100
939630000,b110101
939650000,b110110
939670000,b110111
939690000,b111000
939710000,b111001
939730000,b111010
939750000,b111011
939770000,b111100
939790000,b111101
939810000,b111110
939830000,b111111
939850000,b1000000
939870000,b1000001
939890000,b1000010
939910000,b1000011
939930000,b1000100
939950000,b1000101
939970000,b1000110
939990000,b1000111
940010000,b1001000
940030000,b1001001
940050000,b1001010
940070000,b1001011
940090000,b1001100
940110000,b1001101
940130000,b1001110
940150000,b1001111
940170000,b1010000
940190000,b1010001
940210000,b1010010
940230000,b1010011
940250000,b1010100
940270000,b1010101
940290000,b1010110
940310000,b1010111
940330000,b1011000
940350000,b1011001
940370000,b1011010
940390000,b1011011
940410000,b1011100
940430000,b1011101
940450000,b1011110
940470000,b1011111
940490000,b1100000
940510000,b1100001
940530000,b1100010
940550000,b1100011
940570000,b1100100
940590000,b1100101
940610000,b1100110
940630000,b1100111
940650000,b1101000
940670000,b1101001
940690000,b1101010
940710000,b1101011
940730000,b1101100
940750000,b1101101
940770000,b1101110
940790000,b1101111
940810000,b1110000
940830000,b1110001
940850000,b1110010
940870000,b1110011
940890000,b1110100
940910000,b1110101
940930000,b1110110
940950000,b1110111
940970000,b1111000
940990000,b1111001
941010000,b1111010
941030000,b1111011
941050000,b1111100
941070000,b1111101
941090000,b1111110
941110000,b1111111
941130000,b10000000
941150000,b10000001
941170000,b10000010
941190000,b10000011
941210000,b10000100
941230000,b10000101
941250000,b10000110
941270000,b10000111
941290000,b10001000
941310000,b10001001
941330000,b10001010
941350000,b10001011
941370000,b10001100
941390000,b10001101
941410000,b10001110
941430000,b10001111
941450000,b10010000
941470000,b10010001
941490000,b10010010
941510000,b10010011
941530000,b10010100
941550000,b10010101
941570000,b10010110
941590000,b10010111
941610000,b10011000
941630000,b10011001
941650000,b10011010
941670000,b10011011
941690000,b10011100
941710000,b10011101
941730000,b10011110
941750000,b10011111
941770000,b10100000
941790000,b10100001
941810000,b10100010
941830000,b10100011
941850000,b10100100
941870000,b10100101
941890000,b10100110
941910000,b10100111
941930000,b10101000
941950000,b10101001
941970000,b10101010
941990000,b10101011
942010000,b10101100
942030000,b10101101
942050000,b10101110
942070000,b10101111
942090000,b10110000
942110000,b10110001
942130000,b10110010
942150000,b10110011
942170000,b10110100
942190000,b10110101
942210000,b10110110
942230000,b10110111
942250000,b10111000
942270000,b10111001
942290000,b10111010
942310000,b10111011
942330000,b10111100
942350000,b10111101
942370000,b10111110
942390000,b10111111
942410000,b11000000
942430000,b11000001
942450000,b11000010
942470000,b11000011
942490000,b11000100
942510000,b11000101
942530000,b11000110
942550000,b11000111
942570000,b11001000
942590000,b11001001
942610000,b11001010
942630000,b11001011
942650000,b11001100
942670000,b11001101
942690000,b11001110
942710000,b11001111
942730000,b11010000
942750000,b11010001
942770000,b11010010
942790000,b11010011
942810000,b11010100
942830000,b11010101
942850000,b11010110
942870000,b11010111
942890000,b11011000
942910000,b11011001
942930000,b11011010
942950000,b11011011
942970000,b11011100
942990000,b11011101
943010000,b11011110
943030000,b11011111
943050000,b11100000
943070000,b11100001
943090000,b11100010
943110000,b11100011
943130000,b11100100
943150000,b11100101
943170000,b11100110
943190000,b11100111
943210000,b11101000
943230000,b11101001
943250000,b11101010
943270000,b11101011
943290000,b11101100
943310000,b11101101
943330000,b11101110
943350000,b11101111
943370000,b11110000
943390000,b11110001
943410000,b11110010
943430000,b11110011
943450000,b11110100
943470000,b11110101
943490000,b11110110
943510000,b11110111
943530000,b11111000
943550000,b11111001
943570000,b0
943590000,b1
943610000,b10
943630000,b11
943650000,b100
943670000,b101
943690000,b110
943710000,b111
943730000,b1000
943750000,b1001
943770000,b1010
943790000,b1011
943810000,b1100
943830000,b1101
943850000,b1110
943870000,b1111
943890000,b10000
943910000,b10001
943930000,b10010
943950000,b10011
943970000,b10100
943990000,b10101
944010000,b10110
944030000,b10111
944050000,b11000
944070000,b11001
944090000,b11010
944110000,b11011
944130000,b11100
944150000,b11101
944170000,b11110
944190000,b11111
944210000,b100000
944230000,b100001
944250000,b100010
944270000,b100011
944290000,b100100
944310000,b100101
944330000,b100110
944350000,b100111
944370000,b101000
944390000,b101001
944410000,b101010
944430000,b101011
944450000,b101100
944470000,b101101
944490000,b101110
944510000,b101111
944530000,b110000
944550000,b110001
944570000,b110010
944590000,b110011
944610000,b110100
944630000,b110101
944650000,b110110
944670000,b110111
944690000,b111000
944710000,b111001
944730000,b111010
944750000,b111011
944770000,b111100
944790000,b111101
944810000,b111110
944830000,b111111
944850000,b1000000
944870000,b1000001
944890000,b1000010
944910000,b1000011
944930000,b1000100
944950000,b1000101
944970000,b1000110
944990000,b1000111
945010000,b1001000
945030000,b1001001
945050000,b1001010
945070000,b1001011
945090000,b1001100
945110000,b1001101
945130000,b1001110
945150000,b1001111
945170000,b1010000
945190000,b1010001
945210000,b1010010
945230000,b1010011
945250000,b1010100
945270000,b1010101
945290000,b1010110
945310000,b1010111
945330000,b1011000
945350000,b1011001
945370000,b1011010
945390000,b1011011
945410000,b1011100
945430000,b1011101
945450000,b1011110
945470000,b1011111
945490000,b1100000
945510000,b1100001
945530000,b1100010
945550000,b1100011
945570000,b1100100
945590000,b1100101
945610000,b1100110
945630000,b1100111
945650000,b1101000
945670000,b1101001
945690000,b1101010
945710000,b1101011
945730000,b1101100
945750000,b1101101
945770000,b1101110
945790000,b1101111
945810000,b1110000
945830000,b1110001
945850000,b1110010
945870000,b1110011
945890000,b1110100
945910000,b1110101
945930000,b1110110
945950000,b1110111
945970000,b1111000
945990000,b1111001
946010000,b1111010
946030000,b1111011
946050000,b1111100
946070000,b1111101
946090000,b1111110
946110000,b1111111
946130000,b10000000
946150000,b10000001
946170000,b10000010
946190000,b10000011
946210000,b10000100
946230000,b10000101
946250000,b10000110
946270000,b10000111
946290000,b10001000
946310000,b10001001
946330000,b10001010
946350000,b10001011
946370000,b10001100
946390000,b10001101
946410000,b10001110
946430000,b10001111
946450000,b10010000
946470000,b10010001
946490000,b10010010
946510000,b10010011
946530000,b10010100
946550000,b10010101
946570000,b10010110
946590000,b10010111
946610000,b10011000
946630000,b10011001
946650000,b10011010
946670000,b10011011
946690000,b10011100
946710000,b10011101
946730000,b10011110
946750000,b10011111
946770000,b10100000
946790000,b10100001
946810000,b10100010
946830000,b10100011
946850000,b10100100
946870000,b10100101
946890000,b10100110
946910000,b10100111
946930000,b10101000
946950000,b10101001
946970000,b10101010
946990000,b10101011
947010000,b10101100
947030000,b10101101
947050000,b10101110
947070000,b10101111
947090000,b10110000
947110000,b10110001
947130000,b10110010
947150000,b10110011
947170000,b10110100
947190000,b10110101
947210000,b10110110
947230000,b10110111
947250000,b10111000
947270000,b10111001
947290000,b10111010
947310000,b10111011
947330000,b10111100
947350000,b10111101
947370000,b10111110
947390000,b10111111
947410000,b11000000
947430000,b11000001
947450000,b11000010
947470000,b11000011
947490000,b11000100
947510000,b11000101
