Time (ns),spi_dual_tb.dut.irq,spi_dual_tb.dut.tx_ready,spi_dual_tb.ss_n,spi_dual_tb.dut.sclk,spi_dual_tb.dut.rx_valid,spi_dual_tb.rx_data,spi_dual_tb.dut.mosi,spi_dual_tb.dut.miso_out,spi_dual_tb.dut.busy,spi_dual_tb.CLOCK_DIVIDER,spi_dual_tb.DATA_WIDTH,spi_dual_tb.DEFAULT_DATA_ENABLED,spi_dual_tb.DEFAULT_DATA_VALUE,spi_dual_tb.FIFO_DEPTH,spi_dual_tb.MAX_SLAVES,spi_dual_tb.MODE,spi_dual_tb.MSB_FIRST,spi_dual_tb.NUM_SLAVES,spi_dual_tb.SLAVE_ACTIVE_LOW,spi_dual_tb.dut.clk,spi_dual_tb.dut.master_mode,spi_dual_tb.dut.miso,spi_dual_tb.dut.mosi_in,spi_dual_tb.dut.rst_n,spi_dual_tb.dut.sclk_in,spi_dual_tb.dut.ss_in,spi_dual_tb.tx_data,spi_dual_tb.dut.tx_valid,spi_dual_tb.dut.irq_clear,spi_dual_tb.dut.tx_data,spi_dual_tb.dut.ss_n,spi_dual_tb.dut.rx_data,spi_dual_tb.dut.CLOCK_DIVIDER,spi_dual_tb.dut.CPOL,spi_dual_tb.dut.DATA_WIDTH,spi_dual_tb.dut.DEFAULT_DATA_ENABLED,spi_dual_tb.dut.DEFAULT_DATA_VALUE,spi_dual_tb.dut.FIFO_DEPTH,spi_dual_tb.dut.MAX_SLAVES,spi_dual_tb.dut.MODE,spi_dual_tb.dut.MSB_FIRST,spi_dual_tb.dut.NUM_SLAVES,spi_dual_tb.dut.SAMPLE_ON_RISING,spi_dual_tb.dut.SLAVE_ACTIVE_LOW,spi_dual_tb.dut.SLAVE_TIMEOUT_CYCLES,spi_dual_tb.dut.default_data,spi_dual_tb.dut.master_bit_counter,spi_dual_tb.dut.master_busy,spi_dual_tb.dut.master_rx_data_buffer,spi_dual_tb.dut.master_rx_shift_reg,spi_dual_tb.dut.master_rx_valid_buffer,spi_dual_tb.dut.master_sclk_counter,spi_dual_tb.dut.master_sclk_en,spi_dual_tb.dut.master_ss_n_reg,spi_dual_tb.dut.master_start_rx,spi_dual_tb.dut.master_start_tx,spi_dual_tb.dut.master_tx_ready_buffer,spi_dual_tb.dut.master_tx_shift_reg,spi_dual_tb.dut.slave_bit_counter,spi_dual_tb.dut.slave_busy_buffer,spi_dual_tb.dut.slave_rx_data_buffer,spi_dual_tb.dut.slave_rx_valid_buffer,spi_dual_tb.dut.slave_sclk_last_state,spi_dual_tb.dut.slave_ss_last_state,spi_dual_tb.dut.slave_timeout_counter,spi_dual_tb.dut.slave_transaction_active,spi_dual_tb.dut.slave_tx_ready_buffer,spi_dual_tb.dut.slave_tx_shift_reg,spi_dual_tb.wait_master.MASTER_TX_TIMEOUT_CYCLES,spi_dual_tb.wait_master.timeout
1460000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10011,1,bx,b0,0,b0,1,b1110,0,0,0,b101101001010000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111000
1470000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10011,1,bx,b0,0,b1,1,b1110,0,0,0,b101101001010000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111001
1480000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10011,1,bx,b0,0,b1,1,b1110,0,0,0,b101101001010000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111001
1490000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10011,1,bx,b0,0,b10,1,b1110,0,0,0,b101101001010000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111010
1500000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10011,1,bx,b0,0,b10,1,b1110,0,0,0,b101101001010000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111010
1510000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10100,1,bx,b0,0,b0,1,b1110,0,0,0,b1011010010100000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111011
1520000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10100,1,bx,b0,0,b0,1,b1110,0,0,0,b1011010010100000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111011
1530000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10100,1,bx,b0,0,b1,1,b1110,0,0,0,b1011010010100000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111100
1540000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10100,1,bx,b0,0,b1,1,b1110,0,0,0,b1011010010100000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111100
1550000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10100,1,bx,b0,0,b10,1,b1110,0,0,0,b1011010010100000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111101
1560000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10100,1,bx,b0,0,b10,1,b1110,0,0,0,b1011010010100000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111101
1570000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10101,1,bx,b0,0,b0,1,b1110,0,0,0,b10110100101000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111110
1580000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10101,1,bx,b0,0,b0,1,b1110,0,0,0,b10110100101000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111110
1590000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10101,1,bx,b0,0,b1,1,b1110,0,0,0,b10110100101000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111111
1600000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10101,1,bx,b0,0,b1,1,b1110,0,0,0,b10110100101000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111111
1610000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10101,1,bx,b0,0,b10,1,b1110,0,0,0,b10110100101000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000000
1620000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10101,1,bx,b0,0,b10,1,b1110,0,0,0,b10110100101000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000000
1630000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10110,1,bx,b0,0,b0,1,b1110,0,0,0,b1101001010000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000001
1640000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10110,1,bx,b0,0,b0,1,b1110,0,0,0,b1101001010000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000001
1650000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10110,1,bx,b0,0,b1,1,b1110,0,0,0,b1101001010000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000010
1660000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10110,1,bx,b0,0,b1,1,b1110,0,0,0,b1101001010000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000010
1670000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10110,1,bx,b0,0,b10,1,b1110,0,0,0,b1101001010000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000011
1680000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10110,1,bx,b0,0,b10,1,b1110,0,0,0,b1101001010000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000011
1690000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10111,1,bx,b0,0,b0,1,b1110,0,0,0,b11010010100000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000100
1700000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10111,1,bx,b0,0,b0,1,b1110,0,0,0,b11010010100000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000100
1710000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10111,1,bx,b0,0,b1,1,b1110,0,0,0,b11010010100000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000101
1720000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10111,1,bx,b0,0,b1,1,b1110,0,0,0,b11010010100000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000101
1730000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10111,1,bx,b0,0,b10,1,b1110,0,0,0,b11010010100000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000110
1740000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10111,1,bx,b0,0,b10,1,b1110,0,0,0,b11010010100000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000110
1750000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11000,1,bx,b0,0,b0,1,b1110,0,0,0,b10100101000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000111
1760000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11000,1,bx,b0,0,b0,1,b1110,0,0,0,b10100101000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000111
1770000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11000,1,bx,b0,0,b1,1,b1110,0,0,0,b10100101000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001000
1780000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11000,1,bx,b0,0,b1,1,b1110,0,0,0,b10100101000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001000
1790000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11000,1,bx,b0,0,b10,1,b1110,0,0,0,b10100101000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001001
1800000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11000,1,bx,b0,0,b10,1,b1110,0,0,0,b10100101000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001001
1810000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11001,1,bx,b0,0,b0,1,b1110,0,0,0,b1001010000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001010
1820000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11001,1,bx,b0,0,b0,1,b1110,0,0,0,b1001010000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001010
1830000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11001,1,bx,b0,0,b1,1,b1110,0,0,0,b1001010000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001011
1840000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11001,1,bx,b0,0,b1,1,b1110,0,0,0,b1001010000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001011
1850000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11001,1,bx,b0,0,b10,1,b1110,0,0,0,b1001010000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001100
1860000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11001,1,bx,b0,0,b10,1,b1110,0,0,0,b1001010000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001100
1870000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11010,1,bx,b0,0,b0,1,b1110,0,0,0,b10010100000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001101
1880000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11010,1,bx,b0,0,b0,1,b1110,0,0,0,b10010100000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001101
1890000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11010,1,bx,b0,0,b1,1,b1110,0,0,0,b10010100000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001110
1900000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11010,1,bx,b0,0,b1,1,b1110,0,0,0,b10010100000000000000000000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001110
